Experimento,Filtro,Corrida,Archivo,Cache,Alto,Ancho,Ciclos
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,224476
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,225218
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,224490
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,216894
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,216452
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,216492
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,216342
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,217040
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,217038
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,217076
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,446472
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,436704
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,427936
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,395912
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,387356
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,379282
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,359054
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,429632
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,532202
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.512x300.bmp,cached,300,512,248570
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,814732
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,967254
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,791564
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,821544
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,766386
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,804752
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,764304
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,776368
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,875584
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,799000
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,1317388
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,1919742
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,1396004
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,1227510
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,1108302
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,1184276
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,1102946
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,1107422
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,1107804
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.1024x600.bmp,cached,600,1024,1459876
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,1312
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,914
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,794
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,750
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,738
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,736
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,740
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,738
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,738
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,724
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,996
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,848
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,852
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,828
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,766
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,768
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,920
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,762
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,770
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.32x18.bmp,cached,18,32,762
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3604
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3172
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3092
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3100
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3078
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3266
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3068
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3080
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3092
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3098
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3394
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3236
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3148
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3140
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3150
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3120
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3142
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3150
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3136
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.64x37.bmp,cached,37,64,3158
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,50040
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,49324
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,49292
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,49568
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,49488
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,49554
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,92782
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,88594
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,50478
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,49048
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,52792
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,55202
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,56034
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,56204
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,56122
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,59806
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,104254
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,93408
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,60368
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.256x150.bmp,cached,150,256,82670
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,13192
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,12584
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,12770
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,12650
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,12534
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,12818
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,12920
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,12640
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,12648
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,12544
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,13596
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,13304
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,14206
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,13696
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,55520
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,13092
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,13432
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,83298
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,13478
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.128x75.bmp,cached,75,128,13024
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,4521532
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,2931728
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,2911424
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,2954272
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,3926064
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,3556650
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,2929188
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,2958586
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,3080516
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,4266066
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,7514906
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,7854734
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,9083488
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,8054496
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,6489238
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,7461574
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,6177262
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,7970710
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,6060846
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:09 2019,BigFish.2048x1200.bmp,cached,1200,2048,7722618
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,239058
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,232724
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,233622
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,408898
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,236536
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,232946
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,234286
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,233120
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,262276
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,224660
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,252374
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,270542
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,306598
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,401736
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,245110
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,263030
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,245372
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,262090
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,244874
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.512x300.bmp,cached,300,512,241254
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,880332
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,949802
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,938824
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,974546
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,999222
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,948274
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,977168
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,909462
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,908288
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,875614
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,1258206
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,1288844
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,1306006
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,1590634
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,1388266
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,1451928
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,1781750
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,1472478
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,1418356
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.1024x600.bmp,cached,600,1024,1375732
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,1444
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,912
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,818
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,812
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,782
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,764
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,772
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,764
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,768
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,780
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,1270
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,1030
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,1090
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,874
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,1024
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,1008
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,864
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,1440
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,1050
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.32x18.bmp,cached,18,32,1244
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3944
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3310
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3204
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3222
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3238
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3218
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3208
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3210
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3200
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3202
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,5626
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,6522
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,4552
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3330
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3306
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3258
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3248
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3260
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3234
ASM_cachedImg,Bordes ASM doble ciclo,Mon Nov  4 20:06:40 2019,BigFish.64x37.bmp,cached,37,64,3264
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.256x150.bmp,cached,150,256,52952
ASM_cachedImg,Bordes ASM,Mon Nov  4 20:06:40 2019,BigFish.256x150.bmp,cached,150,256,52294
